State|Location|Address|City|Link
Connecticut|CVS Health COVID-19 Testing Site|47 Lake Avenue Extension|Danbury|
Connecticut|Danbury Hospital|95 Locust Ave.|Danbury|https://www.danburyhospital.org/hospital-network/home/novel-coronavirus-covid19-update/drive-through-collection-sites
Connecticut|Westmed Medical Group|106 Noroton Avenue|Darien|https://www.westmedgroup.com/westmed-medical-group-now-offering-antibody-testing/
Connecticut|Day Kimball Medical Group|1599 Upper Maple Street|Dayville|https://www.daykimball.org/day-kimball-medical-group-to-open-drive-up-collection-site-for-covid-19-testing/
Connecticut|Killingly Intermediate School|1599 Upper Maple St.|Dayville|https://www.prohealthmd.com/about/news-events/drive-thru-testing.html
Connecticut|Griffin Hospital|130 Division Street|Derby|https://www.griffinhealth.org/coronavirus-covid19-information/covid-19-test-collection-site
Connecticut|Physician One Urgent Care|78 Pershing Drive|Derby|https://physicianoneurgentcare.com/coronavirus2019
Connecticut|CVS Health COVID-19 Testing Site|54 East High Street|East Hampton|
Connecticut|CVS Health COVID-19 Testing Site|16 Main Street|East Hartford|
Connecticut|CVS Health COVID-19 Testing Site|15 Chesterfield Road|East Lyme|
Connecticut|Priority Urgent Care|105 West Road|Ellington|https://www.priorityuc.com/covid-19-information
Connecticut|Physician One Urgent Care|55 Hazard Avenue|Enfield|https://physicianoneurgentcare.com/coronavirus2019
Connecticut|CVS Health COVID-19 Testing Site|875 Enfield Street|Enfield|
Connecticut|AFC Urgent Care Fairfield|1918 Black Rock Turnpike|Fairfield|https://www.afcurgentcarefairfield.com/
Connecticut|CVS Health COVID-19 Testing Site|961 Black Rock Turnpike|Fairfield|
Connecticut|CVS Health COVID-19 Testing Site|1770 Kings Highway|Fairfield|
Connecticut|UConn Health|263 Farmington Avenue|Farmington|https://health.uconn.edu/coronavirus/
Connecticut|"ProHealth Physicians, Farmington"|230 Farmington Ave.|Farmington|https://www.prohealthmd.com/about/news-events/drive-thru-testing.html
Connecticut|CVS Health COVID-19 Testing Site|1657 Route 12|Gales Ferry|
Connecticut|Go Health UC|2520 Main St.|Glastonbury|https://www.gohealthuc.com/connecticut#center-locator
Connecticut|Physician One Urgent Care|2928 Main Street|Glastonbury|https://physicianoneurgentcare.com/coronavirus2019
Connecticut|CVS Health COVID-19 Testing Site|2639 Main Street|Glastonbury|
Connecticut|Westmed Medical Group|644 West Putnam Avenue|Greenwich|
Connecticut|Greenwich Doctors|1 East Putnam Avenue Ground Level|Greenwich|https://www.greenwichdocs.com/
Connecticut|Greenwich Hospital - lower level physician parking lot|5 Perryridge Road|Greenwich|https://www.ci.milford.ct.us/2019-novel-coronavirus-covid-19-information/pages/yale-new-haven-system-testing-sites
Connecticut|Physician One Urgent Care|220 Route 12|Groton|https://physicianoneurgentcare.com/coronavirus2019
Connecticut|CVS Health COVID-19 Testing Site|1057 Boston Post Road|Guilford|
Connecticut|Physician One Urgent Care|2165 Dixwell Ave|Hamden|https://physicianoneurgentcare.com/coronavirus2019
Connecticut|Community Health Center|76 New Britain Ave|Hartford|https://www.chc1.com/covid-19-testing/
Connecticut|"Community Health Care, Inc."|76 New Britain Ave|Hartford|https://www.norwalkct.org/DocumentCenter/View/17579/CHC_COVIDTesting_Flyer_EngSpan_61920
Connecticut|CVS Health COVID-19 Testing Site|150 Washington Street|Hartford|
Connecticut|CVS Health COVID-19 Testing Site|479 Blue Hills Avenue|Hartford|
Connecticut|CVS Health COVID-19 Testing Site|690 Wethersfield Avenue|Hartford|
Connecticut|Hartford Hospital - Education and Resource Center|560 Hudson Street|Hartford|https://hartfordhealthcare.org/health-wellness/coronavirus/resources
Connecticut|Saint Francis Hospital - Gengras Building|1000 Asylum Street|Hartford|https://www.trinityhealthofne.org/body.cfm|id=4342&iirf_redirect=1
Connecticut|Go Health UC|244 Spencer St.|Manchester|https://www.gohealthuc.com/connecticut#center-locator
Connecticut|Physician One Urgent Care|370 Middle Turnpike West|Manchester|https://physicianoneurgentcare.com/coronavirus2019
Connecticut|Manchester Memorial Hospital|71 Haynes St.|Manchester|https://www.echn.org/2019-coronavirus/
Connecticut|Manchester Hospital|71 Haynes St.|Manchester|https://www.prohealthmd.com/about/news-events/drive-thru-testing.html
Connecticut|Community Health Center|134 State Street|Meriden|https://www.chc1.com/covid-19-testing/
Connecticut|"Community Health Care, Inc."|134 State Street|Meriden|https://www.norwalkct.org/DocumentCenter/View/17579/CHC_COVIDTesting_Flyer_EngSpan_61920
Connecticut|MidState Medical Center|435 Lewis Avenue|Meriden|https://hartfordhealthcare.org/health-wellness/coronavirus/resources
Connecticut|Community Health Center|19 Grand St.|Middletown|https://www.chc1.com/covid-19-testing/
Connecticut|"Community Health Care, Inc."|675 Main Street|Middletown|https://www.norwalkct.org/DocumentCenter/View/17579/CHC_COVIDTesting_Flyer_EngSpan_61920
Connecticut|"ProHealth Physicians, Middletown"|400 Saybrook Road|Middletown|https://www.prohealthmd.com/about/news-events/drive-thru-testing.html
Connecticut|Walgreens|10A Main Street|Middletown|https://www.walgreens.com/findcare/covid19/testing|ext=goodrx
Connecticut|Bridgeport Hospital Milford Campus|831 Boston Post Road|Milford|https://www.bridgeporthospital.org/news/bridgeport-hospital-starts-covid19-testing-in-milford.aspx
Connecticut|Community Health Center|85 Lafayette Street|New Britain|
Connecticut|"Community Health Care, Inc."|85 Lafayette Street|New Britain|https://www.norwalkct.org/DocumentCenter/View/17579/CHC_COVIDTesting_Flyer_EngSpan_61920
Connecticut|Murphy Medical Associates|468 South Avenue|New Canaan|https://coronatestct.com/
Connecticut|Fair Haven Community Health|374 Grand Avenue|New Haven|https://www.fhchc.org/coronavirus/
Connecticut|Yale Main Campus|150 Sargent Drive|New Haven|https://www.prohealthmd.com/about/news-events/drive-thru-testing.html
Connecticut|Cornell Scott - Hill Health Center|226 Dixwell Avenue|New Haven|https://www.cornellscott.org/226-dixwell-avenue
Connecticut|Yale New Haven Hospital|20 York Street|New Haven|https://www.ynhhs.org/patient-care/covid-19/covid-19-testing.aspx
Connecticut|Yale New Haven Hospital|50 Sargent Drive|New Haven|https://www.ci.milford.ct.us/2019-novel-coronavirus-covid-19-information/pages/yale-new-haven-system-testing-sites
Connecticut|CVS Health COVID-19 Testing Site – Gateway Community College|60 Sargent Drive|New Haven|
Connecticut|Lawrence & Memorial Hospital - Parking lot A|365 Montauk Ave|New London|https://www.ci.milford.ct.us/2019-novel-coronavirus-covid-19-information/pages/yale-new-haven-system-testing-sites
Connecticut|Community Health Center|1 Shaws Cove|New London|https://www.chc1.com/covid-19-testing/
Connecticut|"Community Health Care, Inc."|1 Shaws Cove|New London|https://www.norwalkct.org/DocumentCenter/View/17579/CHC_COVIDTesting_Flyer_EngSpan_61920
Connecticut|Nuvance Health|21 Elm Street|New Milford|https://www.danburyhospital.org/hospital-network/home/novel-coronavirus-covid19-update
Connecticut|Premier Urgent Care|2909 Berlin TPK|Newington|https://www.premierurgentcarect.com/
Connecticut|Physician One Urgent Care|266 South Main Street|Newtown|https://physicianoneurgentcare.com/coronavirus2019
Connecticut|Westmed Medical Group|40 Cross Street|Norwalk|https://www.westmedgroup.com/westmed-medical-group-now-offering-antibody-testing/
Connecticut|Physician One Urgent Care|346 Main Ave.|Norwalk|https://physicianoneurgentcare.com/coronavirus2019
Connecticut|Community Health Center|49 Day Street|Norwalk|https://www.chc1.com/covid-19-testing/
Connecticut|"Community Health Care, Inc."|49 Day Street|Norwalk|https://www.norwalkct.org/DocumentCenter/View/17579/CHC_COVIDTesting_Flyer_EngSpan_61920
Connecticut|Norwalk Hospital|34 Maple St|Norwalk|https://www.prohealthmd.com/about/news-events/drive-thru-testing.html
Connecticut|Physician One Urgent Care|607 West Main Street|Norwich|https://physicianoneurgentcare.com/coronavirus2019
Connecticut|Backus Hospital|326 Washington Street|Norwich|https://hartfordhealthcare.org/health-wellness/coronavirus/resources
Connecticut|Stony Creek Urgent Care|236 Boston Post Rd.|Orange|http://stonycreekurgentcare.com/coronavirus-covid-19-information/
Connecticut|Premier Urgent Care|278-2 Oxford Road|Oxford|https://www.premierurgentcarect.com/
Connecticut|CVS Health COVID-19 Testing Site|57 Providence Pike|Putnam|
Connecticut|Physician One Urgent Care|10 South Street Suite101|Ridgefield|
Connecticut|CVS Health COVID-19 Testing Site|323 Cromwell Avenue|Rocky Hill|
Connecticut|AFC Urgent Care Shelton|389 Bridgeport Ave.|Shelton|https://www.afcurgentcarefairfield.com/
Connecticut|Easterm Connecticut Health Network|"2800 Tamarack Avenue, Suite 105"|South Windsor|https://www.echn.org/2019-coronavirus/
Connecticut|CVS Health COVID-19 Testing Site|525 Buckland Street|South Windsor|
Connecticut|Physician One Urgent Care|900 Main Street South|Southbury|https://physicianoneurgentcare.com/coronavirus2019
Connecticut|Johnson Memorial Hospital - Community Medical Education Center|201 Chestnut Hill Road|Stafford Springs|https://www.trinityhealthofne.org/body.cfm|id=4342&iirf_redirect=1
Connecticut|Westmed Medical Group|1281 East Main Street|Stamford|https://www.westmedgroup.com/westmed-medical-group-now-offering-antibody-testing/
Connecticut|Murphy Medical Associates|460 Shippan Avenue|Stamford|https://coronatestct.com/
Connecticut|Westhill High School|125 Roxbury Rd|Stamford|https://www.stamfordpublicschools.org/westhill-high-school/news/westhill-high-school-covid-19-testing-site-operated-%C2%A0stamford-department
Connecticut|Stamford Health|32 Strawberry Hill Court|Stamford|https://www.stamfordhealth.org/healthflash-blog/infectious-disease/types-of-covid-19-tests-explained/
Connecticut|Stamford Health|One Hospital Plaza|Stamford|https://www.stamfordhealth.org/healthflash-blog/infectious-disease/types-of-covid-19-tests-explained/
Connecticut|Greenwich Doctors|"30 Buxton Farms Road, Suite 220"|Stamford|https://www.greenwichdocs.com/
Connecticut|Firefly Specialized Pediatric Urgent Care|123 High Ridge Road|Stamford|https://fireflyafterhours.com/all-services
Connecticut|Community Health Center|22 Fifth Street|Stamford|https://www.chc1.com/covid-19-testing/
Connecticut|"Community Health Care, Inc."|22 Fifth Street|Stamford|https://www.norwalkct.org/DocumentCenter/View/17579/CHC_COVIDTesting_Flyer_EngSpan_61920
Connecticut|CVS Health COVID-19 Testing Site|1938 West Main Street|Stamford|
Connecticut|CVS Health COVID-19 Testing Site|229 Hope Street|Stamford|
Connecticut|Murphy Medical Associates|1000 Main Street|Stratford|https://coronatestct.com/
Connecticut|Greenwich Doctors|2900 Main Street Suite 1F|Stratford|https://www.greenwichdocs.com/
Connecticut|Physician One Urgent Care|1040 Barnum Avenue|Stratford|https://physicianoneurgentcare.com/coronavirus2019
Connecticut|CVS Health COVID-19 Testing Site|1 Hawley Lane|Stratford|
Connecticut|Charlotte Hungerford Hospital|540 Litchfield Street|Torrington|https://hartfordhealthcare.org/health-wellness/coronavirus/resources
Connecticut|CVS Health COVID-19 Testing Site|2005 Norwich - New London Turnpike|Uncasville|
Connecticut|Priority Urgent Care|45 South Main Street|Unionville|https://www.priorityuc.com/covid-19-information
Connecticut|Easterm Connecticut Health Network|31 Union Street|Vernon|
Connecticut|Trinity Health|56 Franklin Street|Waterbury|https://www.trinityhealthofne.org/find-a-service-or-specialty/covid-19/furi-clinic
Connecticut|Waterbury Hospital - Emergency Department|68 Robbins Street|Waterbury|https://www.waterburyhospital.org/coronavirus/#resources
Connecticut|Physician One Urgent Care|"920 Wolcott St, Suite 19"|Waterbury|https://physicianoneurgentcare.com/coronavirus2019
Connecticut|Community Health Center|51 North Elm Street|Waterbury|https://www.chc1.com/covid-19-testing/
Connecticut|"Community Health Care, Inc."|51 North Elm Street|Waterbury|https://www.norwalkct.org/DocumentCenter/View/17579/CHC_COVIDTesting_Flyer_EngSpan_61920
Connecticut|Saint Mary's Hospital - lower level of the Visitor's Garage|56 Franklin St|Waterbury|https://www.trinityhealthofne.org/body.cfm|id=4342&iirf_redirect=1
Connecticut|Go Health UC|"336 N Main St, Suite A"|West Hartford|https://www.gohealthuc.com/connecticut#center-locator
Connecticut|Physician One Urgent Care|"21 North Main Street, Suite B"|West Hartford|https://physicianoneurgentcare.com/coronavirus2019
Connecticut|CVS Health COVID-19 Testing Site|355 Campbell Avenue|West Haven|
Connecticut|Westerly Hospital|25 Wells Street|Westerly|https://www.ynhhs.org/patient-care/covid-19/covid-19-testing.aspx
Connecticut|Murphy Medical Associates|88 North Avenue|Westport|https://coronatestct.com/
Connecticut|Kathy's Urgent Care|672 Silas Deane Highway|Wethersfield|https://www.kathysurgentcare.com/
Delaware|Project Baseline - Bear||Bear|
Delaware|St. Elizabeth Ann Seton Parish|345 Bear Christiana Rd|Bear|https://coronavirus.delaware.gov/testing-events/map/|tribe__ecp_custom_5=Nasal
Delaware|Bayhealth|640 S State St|Dover|
Delaware|Doctors Pathology Services|1253 College Park Dr.|Dover|https://coronavirus.delaware.gov/testing-events/map/|tribe__ecp_custom_5=Nasal
Delaware|C.A.R.E. Medical Center|"4601 South DuPont Highway, Lockmeath Plaza, Suite 2"|Dover|https://www.camdenwalkin.com/home
Delaware|Hosmane Urology|1408 Savannah Rd|Lewes|https://coronavirus.delaware.gov/testing-events/map/|tribe__ecp_custom_5=Nasal
Delaware|Hosmane Urology|1408 Savannah Road|Lewes|https://coronavirus.delaware.gov/testing-events/map/|tribe__ecp_custom_5=Nasal
Delaware|C.A.R.E. Medical Center|16337 Coastal Hwy.|Lewes|https://www.camdenwalkin.com/home
Delaware|Project Baseline - Millsboro||Millsboro|https://www.projectbaseline.com/study/covid-19/#study-locations
Delaware|Mariner Middle School|16391 Harbeson Rd|Milton|https://www.beebehealthcare.org/patients-visitors/screening-testing-treatment-beebe
Delaware|Go Health UC|2600 Glasgow Avenue|Newark|https://www.gohealthuc.com/delaware
Delaware|Go Health UC|200 Hygeia Drive|Newark|https://www.gohealthuc.com/delaware
Delaware|MedExpress|1 Chestnut Hill Plaza|Newark|https://www.medexpress.com/location/de/newark/nwd/
Delaware|Newark Urgent Care|324 E. Main St|Newark|https://newarkurgentcare.org/
Delaware|Christiana Care|200 Hygeia Drive|Newark|https://expresscheckin.christianacare.org/testing
Delaware|Go Care Delaware|"One Centurian Drive, Suite 106"|Newark|http://gocaredelaware.com/
Delaware|Nanticoke Memorial Hospital|801 Middleford Road|Seaford|https://www.nanticoke.org/charges/
Delaware|Go Health UC|100 South Main Street|Smyrna|https://www.gohealthuc.com/delaware
Delaware|Project Baseline - Smyrna||Smyrna|https://www.projectbaseline.com/study/covid-19/#study-locations
Delaware|Beebe Healthcare||Sussex County|https://www.beebehealthcare.org/patients-visitors/screening-testing-treatment-beebe
Delaware|Latin American Community Center|301 N Harrison Street|Wilmington|https://christianacare.org/coronavirus-testing#no/
Delaware|Kingswood Community Center|2300 Bowers Street|Wilmington|https://christianacare.org/coronavirus-testing#no/
Delaware|Chase Center on the Riverfront|815 Justison St|Wilmington|
Delaware|Doctors Pathology Services|390 Mitch Rd|Wilmington|https://coronavirus.delaware.gov/testing-events/map/|tribe__ecp_custom_5=Nasal
Delaware|Project Baseline - Wilmington||Wilmington|
Delaware|Saint Francis Healthcare|1072 Justison St|Wilmington|
Delaware|Walgreens|536 Main St.|Wilmington|https://www.walgreens.com/findcare/covid19/testing|ext=goodrx
Delaware|Go Care Delaware|2700 Silverside Road|Wilmington|http://gocaredelaware.com/
Delaware|Wilmington VA Medical Center|1601 Kirkwood Highway|Wilmington|https://www.wilmington.va.gov/
Florida|CareSpot|"8756 W. Boynton Beach Blvd., Suite 150"|Boynton Beach|https://www.carespot.com/locations/florida/south-florida/
Florida|CVS Health COVID-19 Testing Site|301 North Federal Highway|Boynton Beach|
Florida|CVS Health COVID-19 Testing Site|4302 Cortez Road W|Bradenton|
Florida|CVS Health COVID-19 Testing Site|520 1st Street West|Bradenton|
Florida|CVS Health COVID-19 Testing Site|715 Brandon Boulevard|Brandon|
Florida|CVS Health COVID-19 Testing Site|12990 Cortez Boulevard|Brooksville|
Florida|Cantonment Pediatrics|470 South Highway 29|Cantonment|https://myescambia.com/news/news-article/2020/04/24/escambia-county-covid-19-update-68
Florida|CVS Health COVID-19 Testing Site|4700 NW 183rd Street|Carol City|
Florida|CVS Health COVID-19 Testing Site|2137 North Young Boulevard|Chiefland|
Florida|Community Health Centers of Pinellas|707 East Druid Road|Clearwater|https://www.chcpinellas.org/news-links/coronavirus-updates/covid-19-testing
Florida|CVS Health COVID-19 Testing Site|1899 North Highland Avenue|Clearwater|
Florida|CVS Health COVID-19 Testing Site|1 South Missouri Avenue|Clearwater|
Florida|CVS Health COVID-19 Testing Site|30387 US Highway 19 North|Clearwater|
Florida|CVS Health COVID-19 Testing Site|4000 East Bay Drive|Clearwater|
Florida|Florida Community Health Centers|315 South W.C. Owen Avenue|Clewiston|https://www.chcfl.org/community-health-centers-covid-19-update/
Florida|CVS Health COVID-19 Testing Site|4292 North Atlantic Avenue|Cocoa Beach|
Florida|CareSpot|"4450 N. State Road, Suite 1"|Coconut Creek|https://www.carespot.com/locations/florida/south-florida/
Florida|CVS Health COVID-19 Testing Site|4701 South Flamingo Road|Cooper City|
Florida|CVS Health COVID-19 Testing Site|5695 SW 8th St|Coral Gables|
Florida|CareSpot|1205 N. University Drive|Coral Springs|https://www.carespot.com/locations/florida/south-florida/
Florida|Doris Ison Health Center|10300 SW 216th St.|Cutler Bay|https://www.chisouthfl.org/
Florida|Posner Park|1300 Posner Blvd|Davenport|https://www.adventhealth.com/hospital/adventhealth-waterman/news/adventhealth-expands-covid-19-drive-testing-lake-county
Florida|CVS Health COVID-19 Testing Site|4610 South University Drive|Davie|
Florida|CVS Health COVID-19 Testing Site|101 South Ridgewood Avenue|Daytona Beach|
Florida|CVS Health COVID-19 Testing Site|3422 So. Atlantic Ave|Daytona Beach Shores|
Florida|Daytona Racing and Card Club|960 S. Williamson Blvd.|"Daytona Beach,"|https://www.news-journalonline.com/news/20200417/coronavirus-tests-available-for-volusia-essential-workers-who-get-preferred-place-in-line
Florida|CVS Health COVID-19 Testing Site|1806 West Hillsboro Boulevard|Deerfield Beach|
Florida|CVS Health COVID-19 Testing Site|2 South Federal Highway|Deerfield Beach|
Florida|CVS Health COVID-19 Testing Site|2497 South Woodland Boulevard|Deland|
Florida|CVS Health COVID-19 Testing Site|901 North Woodland Boulevard|Deland|
Florida|South County Civic Center|16700 Jog Road|Delray Beach|https://www.wpbf.com/article/will-dependents-receive-stimulus-checks/32056633
Florida|CVS Health COVID-19 Testing Site|1690 South Federal Highway|Delray Beach|
Florida|CVS Health COVID-19 Testing Site|2187 Howland Boulevard|Deltona|
Florida|Deltona Plaza|1200 Deltona Blvd|Deltona|https://www.news-journalonline.com/news/20200417/coronavirus-tests-available-for-volusia-essential-workers-who-get-preferred-place-in-line
Florida|CVS Health COVID-19 Testing Site|10701 NW 41st Street|Doral|
Florida|Walmart|8651 NW 13th Ter|Doral|https://corporate.walmart.com/covid19testing
Florida|CVS Health COVID-19 Testing Site|2175 Main Street|Dunedin|
Florida|CVS Health COVID-19 Testing Site|11582 North Williams Street #5|Dunnellon|
Florida|CVS Health COVID-19 Testing Site|238 US Highway 17|E. Palatka|
Florida|CVS Health COVID-19 Testing Site|1760 South McCall Road|Englewood|
Florida|Holiday Park|1150 G. Harold Martin Drive|Fort Lauderdale|https://www.fortlauderdale.gov/Home/Components/News/News/4174/16
Florida|MD Now Urgent Care|195 N Federal Hwy|Fort Lauderdale|https://www.mymdnow.com/covid-19/coronavirus/
Florida|Urban League of Broward County|560 NW 27th Ave.|Fort Lauderdale|https://www.broward.org/CoronaVirus/Pages/Collection-Sites.aspx
Florida|CVS Health COVID-19 Testing Site|2150 East Commercial Boulevard|Fort Lauderdale|
Florida|CVS Health COVID-19 Testing Site|1700 South Federal Highway|Fort Lauderdale|
Florida|CVS Health COVID-19 Testing Site|3501 West Davie Boulevard|Fort Lauderdale|
Florida|CVS Health COVID-19 Testing Site|2403 Cleveland Avenue|Fort Myers|
Florida|CVS Health COVID-19 Testing Site|4710 Palm Beach Boulevard|Fort Myers|
Florida|CVS Health COVID-19 Testing Site|5990 South Pointe Boulevard|Fort Myers|
Florida|CVS Health COVID-19 Testing Site|13400 South Cleveland Avenue|Fort Myers|
Florida|Lee Convenient Care|4771 S Cleveland Avenue|Fort Myers|https://www.leehealth.org/our-services/lab-services/coronavirus-covid-19-mobile-collection-site
Florida|Walmart|4770 Colonial Blvd|Fort Myers|https://corporate.walmart.com/covid19testing
Florida|Florida Community Health Centers|"2402 Frist Blvd., Suite 202"|Fort Pierce|https://www.chcfl.org/community-health-centers-covid-19-update/
Florida|CVS Health COVID-19 Testing Site|2220 South US Highway 1|Fort Pierce|
Florida|CareNow Urgent Care|5550 S. US Hwy 1|Ft. Pierce|https://www.carenow.com/patient-services/medical-tests/covid-19.dot
Florida|CVS Health COVID-19 Testing Site|1891 North US Highway 1|Ft. Pierce|
Florida|CareSpot|3925 NW 43rd Street|Gainesville|https://www.carespot.com/locations/florida/
Florida|CareSpot|"3581 SW Archer Road, Suite 40"|Gainesville|https://www.carespot.com/locations/florida/
Florida|CVS Health COVID-19 Testing Site|4145 NW 53rd Street|Gainesville|
Florida|CVS Health COVID-19 Testing Site|3404 S.W. Archer Road|Gainesville|
Florida|CVS Health COVID-19 Testing Site|901 North Main Street|Gainesville|
Florida|MD Now Urgent Care|415 E Hallandale Beach Blvd|Hallandale Beach|https://www.mymdnow.com/covid-19/coronavirus/
Florida|Larkin Community Hospital Palm Springs Campus|1475 W. 49th St.|Hialeah|https://carbonhealth.com/coronavirus/covid-19-testing-centers/Florida/Hialeah
Florida|Care Spot Urgent Care|18706 NW 67th Ave|Hialeah|http://miamidade.floridahealth.gov/important-information/_documents/2020-04-23-mdc-comtestingsites.pdf
Florida|CVS Health COVID-19 Testing Site|1230 West 29th Street|Hialeah|
Florida|CVS Health COVID-19 Testing Site|3395 West 68th Street|Hialeah|
Florida|CVS Health COVID-19 Testing Site|802 East 25th Street|Hialeah|
Florida|CVS Health COVID-19 Testing Site|855 East 8th Avenue|Hialeah|
Florida|CVS Health COVID-19 Testing Site|1525 West 49th Street|Hialeah|
Florida|Walmart|9300 NW 77th Ave|Hialeah|https://corporate.walmart.com/covid19testing
Florida|CVS Health COVID-19 Testing Site|8800 S.E. Bridge Road|Hobe Sound|
Florida|CVS Health COVID-19 Testing Site|1600 S. Federal Highway|Hollywood|
Florida|CVS Health COVID-19 Testing Site|3440 Hollywood Blvd.|Hollywood|
Florida|CVS Health COVID-19 Testing Site|611 Manatee Avenue West|Holmes Beach|
Florida|CVS Health COVID-19 Testing Site|2780 NE 8th Street|Homestead|
Florida|CVS Health COVID-19 Testing Site|3959 South Suncoast Boulevard|Homosassa|
Florida|CVS Health COVID-19 Testing Site|13839 Little Road|Hudson|
Florida|CVS Health COVID-19 Testing Site|12015 Little Road|Hudson|
Florida|CVS Health COVID-19 Testing Site|100 North Miramar Avenue|Indialantic|
Florida|Florida Community Health Centers|15858 S.W. Warfield Blvd.|Indiantown|https://www.chcfl.org/community-health-centers-covid-19-update/
Florida|CVS Health COVID-19 Testing Site|1141 SR 20|Interlachen|
Florida|Crucial Care|11048 Baymeadows Rd|Jacksonville|https://www.crucialcare.com/covid-19
Florida|CareNow Urgent Care|4888 Town Center Pkwy|Jacksonville|https://www.carenow.com/patient-services/medical-tests/covid-19.dot
Florida|CareSpot|"13460 Beach Boulevard, Unit 1"|Jacksonville|https://www.carespot.com/locations/florida/
Florida|CareSpot|1021 Cesery Blvd|Jacksonville|https://www.carespot.com/locations/florida/
Florida|CareSpot|2401 Monument Road|Jacksonville|https://www.carespot.com/locations/florida/
Florida|CVS Health COVID-19 Testing Site|11900 McCormick Road|Jacksonville|
Florida|CVS Health COVID-19 Testing Site|11060 Old St. Augustine Rd.|Jacksonville|
Florida|CVS Health COVID-19 Testing Site|120 S. Johns Commons Road|Jacksonville|
Florida|CVS Health COVID-19 Testing Site|3634 Rogero Road|Jacksonville|
Florida|CVS Health COVID-19 Testing Site|4280 Southside Boulevard|Jacksonville|
Florida|CVS Health COVID-19 Testing Site|430 State Highway 13|Jacksonville|
Florida|CVS Health COVID-19 Testing Site|4475 San Juan Ave|Jacksonville|
Florida|CVS Health COVID-19 Testing Site|50 Duval Station Road|Jacksonville|
Florida|CVS Health COVID-19 Testing Site|5407 Blanding Boulevard|Jacksonville|
Florida|CVS Health COVID-19 Testing Site|6005 Saint Augustine Road|Jacksonville|
Florida|CVS Health COVID-19 Testing Site|9100 Atlantic Boulevard|Jacksonville|
Florida|Walmart|12100 Lem Turner Rd|Jacksonville|https://corporate.walmart.com/covid19testing
Florida|Walmart|13490 Beach Blvd|Jacksonville|https://corporate.walmart.com/covid19testing
Florida|CVS Health COVID-19 Testing Site|5972 University Boulevard West|Jacksonville|
Florida|CareNow Urgent Care|1801 NE Jensen Beach Blvd|Jensen Beach|https://www.carenow.com/patient-services/medical-tests/covid-19.dot
Florida|CVS Health COVID-19 Testing Site|1255 NE Jensen Beach Boulevard|Jensen Beach|
Florida|CVS Health COVID-19 Testing Site|575 West Indiantown Road|Jupiter|
Florida|Village of Key Biscayne|100 Harbor Drive|Key Biscayne|http://miamidade.floridahealth.gov/important-information/_documents/2020-04-23-mdc-comtestingsites.pdf
Florida|CVS Health COVID-19 Testing Site|99434 Overseas Highway|Key Largo|
Florida|Marathon Community Park|200 City Marina|Key West|https://www.miaminewtimes.com/news/miami-drive-thru-coronavirus-testing-where-to-get-tested-for-covid-19-11605465
Florida|Osceola Heritage Park|1875 Silver Spur Ln|Kissimee|https://www.adventhealth.com/hospital/adventhealth-waterman/news/adventhealth-expands-covid-19-drive-testing-lake-county
Florida|CareSpot|1414 E Osceola Parkway|Kissimmee|https://www.carespot.com/locations/florida/
Florida|CVS Health COVID-19 Testing Site|1300 East Vine Street|Kissimmee|
Florida|CVS Health COVID-19 Testing Site|2454 E. Irlo Bronson Memorial Hwy|Kissimmee|
Florida|Walmart|3250 Vineland Rd|Kissimmee|https://corporate.walmart.com/covid19testing
Florida|Walgreens|2235 Parr Dr|Lady Lake|https://www.walgreens.com/findcare/covid19/testing|ext=goodrx
Florida|CVS Health COVID-19 Testing Site|2233 US Highway 90 West|Lake City|
Florida|CareNow Urgent Care|901 Currency Cir|Lake Mary|https://www.carenow.com/patient-services/medical-tests/covid-19.dot
Florida|CareSpot|"136 Parliament Loop, Suite 1020"|Lake Mary|https://www.carespot.com/locations/florida/
Florida|CVS Health COVID-19 Testing Site|5 U.S. 27 South|Lake Placid|
Florida|CVS Health COVID-19 Testing Site|101 North Dixie Highway|Lake Worth|
Florida|CVS Health COVID-19 Testing Site|7030 Jog Road|Lake Worth|
Florida|CVS Health COVID-19 Testing Site|7534 Lake Worth Road|Lake Worth|
Florida|CVS Health COVID-19 Testing Site|8954 Lantana Road|Lake Worth|
Florida|Lakeland Regional Health Respiratory Care Center|130 Pablo St|Lakeland|https://mylrh.org/respiratorycarecenter/
Florida|CVS Health COVID-19 Testing Site|5010 South Florida Avenue|Lakeland|
Florida|CVS Health COVID-19 Testing Site|1635 South Highway 98|Lakeland|
Florida|CVS Health COVID-19 Testing Site|6105 U.S. Highway 98 North|Lakeland|
Florida|CVS Health COVID-19 Testing Site|101 North Wabash Avenue|Lakeland|
Florida|CVS Health COVID-19 Testing Site|4511 Lantana Road|Lantana|
Florida|CVS Health COVID-19 Testing Site|2390 East Bay Drive|Largo|
Florida|CVS Health COVID-19 Testing Site|51 North Missouri Avenue|Largo|
Florida|CVS Health COVID-19 Testing Site|8905 Bryan Dairy Road|Largo|
Florida|Central Broward Park & Broward County Stadium|3700 N.W. 11th Place|Lauderhill|https://www.browardhealth.org/pages/coronavirus
Florida|CVS Health COVID-19 Testing Site|5555 North University Drive|Lauderhill|
Florida|CVS Health COVID-19 Testing Site|1235 North 14th Street|Leesburg|
